vocab_id,en_vocab,zh_vocab
414,economize,"economize (vt.)(vi.)節約,節省,有效地利用"
415,efficient,"efficient (a.)有效的,效率高的;有能力的,能勝任的"
416,emergency,"emergency 緊急情況,突然事件,非常時刻"
417,employment,"employment U雇用;使用,利用;工作,職業"
418,engineer,"engineer 工程師,工兵(vt.)設計,監督,機巧地處理,策劃"
419,enthusiastic,"enthusiastic (a.)熱情的,熱心的,熱烈的"
420,equivalent,"equivalent 同等物,等價物,相等物(a.)相等的,相當的,同意義的"
421,evolve,"evolve (vi.)進展,進化,展開(vt.)使發展,推論,使進化"
422,excursion,"excursion 遠足,遊覽,短程旅行"
423,expectation,"expectation 期待,期望,指望,預料"
424,experiment,"experiment 實驗,試驗(vi.)進行實驗,做試驗"
425,external,"external 外部,外面(a.)外部的,客觀的,表面的"
426,economy,economy 經濟;節儉;秩序;機體
427,efficiently,efficiently 高效地
428,emphasize,"emphasize (vt.)強調,加強語氣,著重"
429,enable,"enable (vt.)使能夠,使成為可能"
430,engineering,"engineering 工程,工程學,管理,操縱"
431,enthusiastically,"enthusiastically (ad.)熱心地,狂熱地"
432,essential,"essential (a.)必要的,必不可少的;本質的,基本的要素,要點"
433,exact,"exact (a.)確切的,正確的;准確的,精確的(vt.)強要,強求;急需,需要"
434,executive,"executive (a.)執行的,行政的行政人員,行政部門;總經理,董事"
435,expenditure,"expenditure 開支,費用,消費額"
436,exploration,"exploration 探險,踏勘,探測"
437,effective,"effective (a.)有效的,有力的,實際的有生力量"
438,elderly,"elderly (a.)過了中年的,稍老的"
439,emphasize,"emphasize (vt.)強調,加強語氣,著重"
440,enclose,"enclose (vt.)圈住,圈起;把…封入,附上"
441,enhance,"enhance (vt.)提高,加強,增加"
442,entitlement,entitlement 權利
443,estimate,"estimate (vt.)估計,估價;評價,判斷(vi.)估計,估價估價,估價"
444,examination,"examination 考試,考查,檢查,審查"
445,exhibit,"exhibit (vt.)展出,陳列;表示,顯出(vi.)開展覽會,展出產品展覽品,陳列品;顯示,呈現"
446,expense,"expense U花費,消費,消耗;C開支,經費;C費錢之物"
447,explore,"explore (vt.)勘探,探測;探究,探索"
448,facilities,facilities 設備
449,fair,"fair (a.)公平的,公正的,正大光明的;金色的,白晰的;晴朗的,清楚的廟會,交易會"
450,fax,FAX 傳真(vt.)傳真
451,file,"file 文件,卷宗,銼刀(vi.)列隊行進,用銼刀做(vt.)歸檔,申請,檔案,公文箱,文件夾"
452,flexible,"flexible (a.)易曲的,靈活的,柔軟的,能變形的,可通融的"
453,focused,"Focus \Fo""cus\, v. t. [imp. & p. p. {Focused}; p. pr. & vb. n. {Focusing}.] To bring to a focus; to focalize; as, to focus a camera. --R. Hunt. [1913 Webster]"
454,forget,"forget (vt.)忘記,忽略,忘(vi.)忘記"
455,frankly,"frankly (ad.)坦白地,直率地"
456,furniture,"furniture U家具;裝置,設備(a.)更多的,進一步的"
457,facility,"facility 容易,便利,設施,設備;熟練,靈巧"
458,famed,"famed (a.)有名的,著名的"
459,feature,"feature 特徵,特色;面部特徵,相貌;特寫,特載(v.)以…為特色;扮演重要角色"
460,fill out,"fill (vt.)填充,彌漫,供給,滿足,供應(vi.)充滿滿足,裝滿,充分,填方(v.)填充,裝滿"
461,flight,"flight 飛行,逃走,飛躍,飛機的航程,班機,射程,遷徙,飛逝(vi.)遷徙(vt.)射擊(飛禽)"
462,fold,"fold 折層,折,羊欄,折痕,信徒(vt.)折疊,包,合攏,交?(vi.)折疊起來,徹底失敗"
463,forgetful,"forgetful (a.)健忘的,疏忽的"
464,fuel,"fuel 燃料,木炭(vt.)加燃料,供以燃料(vi.)得到燃料"
465,further,"further (a.)更遠的,此外的,更多的(vt.)促進,增進,助長(ad.)更進一步地,更遠地,此外"
466,factor,"factor 因素,要素;因數,因數,系數"
467,fare,"fare C車費,船費;C乘客,旅客;U伙食(vi.)過活,遭遇;吃,進食"
468,fee,"fee 費用,小費,所有權(vt.)付費給"
469,finance,"finance U財政,金融;財源,資金(vt.)供資金給,為…籌措資金"
470,flight attendant,"flight 飛行,逃走,飛躍,飛機的航程,班機,射程,遷徙,飛逝(vi.)遷徙(vt.)射擊(飛禽)"
471,folder,"folder 文件夾折疊人,折紙機,折疊式書本,卷宗"
472,form,"form 表單形狀,表格,形式(vt.)(vi.)形成,排列,(使)組成"
473,fulfill,"fulfil(l) (vt.)履行,實現;完成"
474,factory,"factory 工廠,代理店"
475,fault,"fault 過錯,故障,毛病(vt.)挑剔(vi.)弄錯"
476,feedback,"feedback 反饋,回授;回復,反應"
477,financial,"financial (a.)財政的,經濟的,財務的,金融的"
478,fluctuate,"fluctuate (vi.)變動,上下,動搖(vt.)使動搖"
479,force,"force 力量,武力,勢力,影響力,軍隊,力,效力(vt.)強迫,強奪,推動,加壓力,提高"
480,forward,"forward (a.)向前的,早的,迅速的,在前的,進步的(vt.)轉寄,促進,運送(ad.)向前地; 轉信,(可將某封信件轉送給某位用戶或某一站)"
481,function,"function 功能,函數(vi.)活動,運行,行使職責功能,函數"
482,fail,"fail (vi.)失敗;衰退,減弱,衰弱;不,未能;缺乏,不足;停止作用(vt.)評為不及格"
483,faulty,"faulty (a.)有錯誤的,有缺點的,不完善的"
484,field,"Field 域(vt.)使上場(vi.)擔任場外隊員(a.)田間的,野生的,領域,田地,場地,戰場,場"
485,firm,"firm 公司,商號(a.)堅定的,堅強的,牢固的,結實的,堅硬的,堅挺的,嚴格的"
486,fluctuation,"fluctuation 變動,上下,動搖"
487,forecast,"Forecast 趨勢預測預想,預測,預報(vt.)預想,預測,預報"
488,founded,"Found \Found\, v. t. [imp. & p. p. {Founded}; p. pr. & vb. n. {Founding}.] [F. fondre, L. fundere to found, pour.] To form by melting a metal, and pouring it into a mold; to cast. ""Whereof to found their engines."" --Milton. [1913 Webster]"
489,functional,"functional (a.)功能的,有作用的;函數的,泛函的"
490,failure,"failure U失敗,不及格;C失敗者,失敗的事;失靈,故障;未能"
491,favor,"favor 好意,喜愛(vt.)支援,喜歡,証實"
492,figure,"figure 體形,外形;數字;圖形,插圖;人物(vt.)計算;估計,揣測(vi.)計算,估計"
493,fix,"fix (vt.)使固定,修理,准備,安裝,凝視,牢記,確定,整理(vi.)固定,注視,確定困境"
494,focus,"focus 焦點,焦距(vi.)聚焦,注視(vt.)使聚焦,調焦,集中焦點"
495,foreign,"foreign 外國的;無關的,不相干的;外來的,異質的"
496,frank,"frank (a.)坦白的,率直的,老實的(vt.)免費郵寄法蘭克,免費郵寄特權"
497,fundraising,fund-raising 籌募基金活動
498,gesture,"gesture 手勢,姿態(vi.)作手勢,作姿態"
499,growth,"Growth U增長,增大;生長,發育"
500,goal,"goal 目標,終點,得分,球門,守門員(vi.)得分"
501,guarantee,"guarantee 擔保,抵押品,保証書(vt.)保証,擔保"
502,goods,"goods 商品,貨物"
503,guidelines,guidelines 指導方針
504,gradually,gradually (ad.)逐漸地
505,grievance,"grievance 委屈,冤情,苦況"
506,grill,"grill 烤架,鐵格子,烤肉(vt.)(vi.)燒,烤,嚴加盤問"
507,haggle,"haggle (vi.)爭論,殺價(vt.)亂砍,亂劈殺價,討論,爭論"
508,head office,"head 頭,頭腦,領袖,腦袋,最前的部分(vt.)為首,朝向,前進,用頭頂(vi.)成頭狀物"
509,highly,"highly 高度地,極,很"
510,handle,"handle 柄,把手,把柄,手感(vt.)觸摸,運用,買賣,處理,操作(vi.)搬運"
511,headquarters,"headquarters 司令部,指揮部;總部,總店"
512,hike,"hike 徒步旅行,遠足,漲價,提高(vi.)健行,徒步旅行,揚起(vt.)使高漲,拉起"
513,handy,"handy (a.)手邊的,近便的;便於使用的"
514,hesitate,"hesitate (vi.)猶豫,遲疑,躊躇,支吾"
515,hire,"hire 租金,租用,雇用(vt.)雇請,出租(vi.)受雇"
516,harbor,"harbor 港,避難所(vt.)庇護,隱藏,藏匿(vi.)入港停泊,躲藏"
517,hesitation,"hesitation 暫停,猶豫,躊躇,含糊,口吃"
518,hold,"Hold (v.)抓住,拿著,握住,保持,容納,控制,抑制,舉行,掌握,佔有,認為…"
519,harmful,"harmful (a.)有害的,傷害的"
520,hide,"hide (v.)隱藏獸皮,跡象,躲藏處(vt.)藏,隱瞞,遮避,剝…的皮(vi.)躲藏"
521,homepage,"homepage 主頁,(WWW服務器提供的第一個顯示介面,使用者啟動瀏覽器後即展示出此畫面)"
522,hazardous,"hazardous (a.)碰運氣的;危險的,冒險的"
523,highlight,"highlight 突出加亮區,精彩場面(vt.)加亮,使顯著,以強光照射"
524,host,"host 主人,東道主,節目主持人(v.)主持,主辦,款待 ; 主機,(用戶可由它連結至網絡上的其他計算機)"
525,identification,"identification 視為同一,証明同一,確認"
526,impatient,"impatient (a.)不耐煩的,急躁的,忍受不了的;急欲的,急切的"
527,improvement,improvement U改進;C經改進的東西
528,inconvenience,"inconvenience 不便,困難(vt.)使感不便,使感困難"
529,inexperienced,"inexperienced (a.)無經驗的,不熟練的"
530,information,"information 資訊,起訴資訊,消息,知識,報告,通知,情報"
531,insure,insure (vt.)給…保險;保証使…得到(vi.)投保
532,international,"International (a.)國際的,世界的國際性組織"
533,invention,"invention 發明,創作能力,虛構的故事"
534,invite,"invite (vt.)邀請,引起,招致邀請"
535,itinerary,"itinerary 旅程,旅行指南,遊記(a.)巡迴的,遊歷的,旅程的"
536,identify,"identify (vt.)識別,認明,鑒定,使等同於(vi.)一致,變成一致"
537,implement,"implement 工具,器具(vt.)實現,使生效,執行"
538,incentive,incentive 動機(a.)激勵的
539,increase,"increase 增加,增進,利益(vt.)增加,加大(vi.)增加,繁殖"
540,infer,"infer (vt.)推論,推斷;意味著(vi.)作出推論"
541,input,"Input 輸入,輸入電路(vt.)輸入(v.)輸入"
542,intend,"intend (vt.)想要,打算;打算使…為;意指,意思是"
543,internship,internship 實習醫師的地位
544,inventory,"inventory 詳細目錄,存貨清單(vt.)列入詳細目錄,清點存貨"
545,invoice,"invoice 發票,發貨單,貨物(vt.)(vi.)開發票,記清單"
546,imaginative,"imaginative (a.)想象的,虛構的"
547,imply,"imply (vt.)含有…的意思;暗指,暗示,意指"
548,inclined,inclined (adj.)傾斜的
549,indicate,"indicate (vt.)顯示,象徵,指示,指出"
550,inflate,"inflate (vt.)使膨脹,使得意,使通貨膨脹,使充氣(vi.)充氣,膨脹"
551,inquiry,"inquiry U詢問,探問;C質詢,調查"
552,intention,"intention 打算,目的,意圖"
553,interrupt,"interrupt (vt.)中斷,妨礙,插嘴(vi.)打斷中斷"
554,invest,invest (vt.)給…著衣;投(vi.)投資;買進
555,isolate,"isolate (vt.)使隔離,使孤立,使絕緣隔離種群"
556,immediate,"immediate (a.)直接的,最接近的;緊靠著的;立即的;直覺的"
557,impression,"impression 印象,意念,蓋印,印記,印數,底色,效果"
558,include,"include (vt.)包住,關住;包括,包含"
559,indication,"indication 指示,象徵,象徵物"
560,inflation,"inflation 充氣,膨脹;通貨膨脹"
561,install,"install (vt.)安裝,安置,使就職DOS命令:裝入結束且駐留軟體"
562,intently,"intently (ad.)一心一意地,心無旁物地,專心地"
563,interview,interview C接見;訪問;對申請工作者的口頭審查(vt.)接見
564,investigate,"investigate (vt.)調查,調查研究(vi.)調查,調查研究"
565,issue,"issue C流出,放出;U發行;C問題(vt.)使流出,放出;發行,發布;發給,配給(vi.)出"
566,immediately,"immediately (ad.)立刻,剛,立即"
567,improper,"improper (a.)不合適的,錯誤的,不道德的"
568,inclusion,"inclusion 包含,內含物"
569,individual,"individual (a.)個人的,個體的,單獨的;獨特的個人,個體;人"
570,influence,"influence 影響,感化;勢力,權勢;有影響的人(vt.)影響,感化"
571,installation,"installation 就任,就職;安裝,安置;裝置,設備;設施"
572,intern,"intern 實習醫師,被拘留者(vi.)作實習醫師(vt.)拘留,扣留"
573,invaluable,"invaluable (a.)無價的,價值無法衡量的"
574,investigation,"investigation 調查,審查,研究"
575,item,"item 項,條款,項目;一條,一則(ad.)又,同上,條"
576,impact,"impact 沖擊,碰擊;效果,影響,作用(vt.)裝緊,壓緊;塞滿;沖擊,碰撞"
577,improve,"improve (vt.)使更好,改善,增進;利用(vi.)變得更好;增加"
578,income,"income 收入,收益,所得"
579,individually,"individually (ad.)以個人身分,各個地,個別地"
580,influential,"influential (a.)有影響的,施以影響的;有權勢的"
581,insurance,"insurance U安全保障;保險,保險業"
582,internal,"internal (a.)內的,內部的;內在的,固有的;內心的;國內的;體內的內臟,內部器官;本質"
583,invent,"invent (vt.)發明,創造;捏造,虛構"
584,investment,investment U投資;C投入的資本
585,itemize,itemize (vt.)逐條列記;詳細列明
586,jealous,"jealous (a.)妒忌的;猜疑的,留意提防的;注意的,戒備的,唯恐失掉的"
587,journal,journal 日誌;議事錄;日報;日記帳
588,jeopardize,"jeopardize (vt.)危害,使受危困,使陷危地"
589,journey,"journey 旅行,旅程,路程;歷程(vi.)旅行(vt.)遊歷"
590,jeopardy,"jeopardy 危險,危難,危害"
591,judge,"judge 法官,審判官,推事(vt.)審理,鑒定,判斷,判決,裁定(vi.)下判斷,作評價"
592,jobless,jobless (a.)失業的
593,justice,"justice 正義,公平,公正,正確,司法,審判"
594,join,"join (vt.)連接;參加;鄰接,毗連(vi.)聯合;參加,加入;鄰接,毗連連接;接連處"
595,justification,"justification 辯護,証明正當,釋罪"
596,joint,"joint 接合;關節(a.)連接的,接合的;聯合的,共同的;合辦的(vt.)連接,結合;切斷"
597,justify,"Justify (vt.)証明…是正當的;為…提供法律根據(vi.)提出有充分法律根據,証明合法"
598,keen,"keen (a.)敏銳的,銳利的,鋒利的;厲害的,激烈的,強烈的;渴望的,熱心的,喜歡的"
599,keep,"keep 生計,維持,保持(vt.)保持,保存,遵守,看守,整理,維持,履行,瞻養,經營,拘留"
600,knock,"knock (vi.)敲,敲打;相撞,碰撞;發出爆聲;找岔子,說壞話;奔忙,忙亂(vt.)敲,擊,打"
601,know,"know (vt.)知道,瞭解,懂得;認識,熟悉;識別,認出,分辨;體驗,經歷(vi.)知道"
602,knowledge,"knowledge U知識,學識,學問;知道,瞭解消息"
603,knowledgeable,"knowledgeable (a.)聰明的,有知識的"
604,label,"label 卷標,標簽,標記;稱號,綽號(v.)貼標簽於,把…稱為"
605,law,"law C法律,法令;U法律;C法則,規律,定律;法學,法律知識;司法界,律師行業;訴訟"
606,lend,"lend (vt.)借,貸款給,增添,提供,出租(vi.)貸款"
607,limousine,limousine 轎車
608,locate,"locate (vt.)查找…的地點;使…坐落於,位於(vi.)居住下來,定居"
609,luxury,"luxury U奢侈,豪華,華貴;豪華的;C奢侈品"
610,labor,"labor 勞動,努力,工作,勞工,分娩(vi.)勞動,努力,苦幹(vt.)詳細分析,麻煩"
611,lay off,"lay (vt.)放,擱;下;鋪設,敷設,砌;把…壓平,使倒下;使處於某種狀態;鋪,塗;佈置"
612,liability,"liability 責任,債務,傾向"
613,list,"list 目錄,名單,明細表,布條,條紋(vt.)列出,列於表上,記入名單內,裝布條"
614,log on,"Log 日誌,記程儀(vt.)伐木,切,航行(vi.)伐木日誌,記錄,圓木"
615,lack,"lack 缺乏,不足(vi.)缺乏,短少,沒有缺乏,短少,沒有;需要"
616,leak,"leak (vi.)漏,滲;泄漏(vt.)使滲漏,使泄漏漏洞,漏隙;泄漏,漏出"
617,license,"license 執照,許可証,特許(vt.)許可,特許"
618,livestock,livestock 家畜類
619,log out,"Log 日誌,記程儀(vt.)伐木,切,航行(vi.)伐木日誌,記錄,圓木"
620,landlord,"landlord 地主,房東"
621,lean,"lean (vi.)傾斜,屈身;倚,靠,依賴(vt.)使傾斜;把…靠在某種東西上傾斜,傾向"
622,licensing,"License \Li""cense\ (l[imac]""sens), v. t. [imp. & p. p. {Licensed} (l[imac]""senst); p. pr. & vb. n. {Licensing}.] To permit or authorize by license; to give license to; as, to license a man to preach. --Milton. --Shak. Syn: licence, certify. [1913 Webster]"
623,loan,"loan 貸款,借出,債權人(vt.)(vi.)借,供應貨款,借給"
624,loyal,"loyal (a.)忠誠的,忠實的,忠貞的"
625,laptop,laptop 膝上
626,lease,"lease 租約,租期,租(vt.)出租,租出,租得"
627,lie,"lie (vi.)說謊;造成錯覺,欺騙(vt.)用謊騙使得…,謊騙;用謊言毀損謊話,謊言"
628,lobby,"lobby 大廳,休息室,遊說議員者(vi.)遊說議員,經常出入休息室(vt.)遊說"
629,luggage,"luggage 行李,行裝"
630,launch,"launch 下水,汽艇,發射(vt.)使下水,發射,發動,發出(vi.)起飛,下水,投入,開始"
631,leisure,"leisure U空閑,閑暇;悠閑,安逸(a.)空閑的,有閑的"
632,limited,"limited (a.)有限制的,有限的,少的高級快車"
633,local,"local 局部(a.)地方性的,當地的,局部的,鄉土的當地居民,本地新聞本地的"
634,luxurious,"luxurious (a.)豪華的,奢侈的,放縱的"
635,maintain,"maintain (vt.)維修,保養;維持,保持;堅持,主張;供養,扶養"
636,manufacture,"manufacture (vt.)製造,加工U製造,製造業;產品"
637,medication,"medication 藥物治療,藥物處理,醫藥"
638,mention,"mention 提到,言及,陳述(vt.)提到,提及"
639,million,"million 百萬,100萬;無數,大眾"
640,mortgage,"mortgage 抵押,義務,精神負擔(vt.)抵押,獻身於,使有義務"
641,maintenance,"maintenance 維護,保持,維修,生活費用,堅持,扶養,瞻養義務"
642,manufacturing,manufacturing 製造業(a.)製造業的
643,medicine,"medicine 藥,醫學,內科(vt.)給…用藥"
644,merchandise,"merchandise 商品,存貨(vi.)(vt.)交易,買賣"
645,mishear,mishear (vt.)(vi.)聽錯
646,motivate,"motivate (vt.)給與動機,刺激,提高…的學習欲望,促動"
647,major,"Major (a.)較大的,較重要的;主要的;主修的專業,專業學生;陸軍少校(vi.)主修,專攻"
648,marketing,"marketing 行銷,買賣"
649,meeting,"meeting 會議,集會,會見;會合點"
650,mere,"mere 小湖,池塘(a.)僅僅的,只不過的"
651,misleading,misleading (a.)易誤解的;令人迷惑的
652,motivation,"motivation 動機,刺激,推動"
653,manage,"manage (vt.)經營,管理,處理;設法,對付;操縱,運用(vi.)處理,辦理,設法對付"
654,mechanic,"mechanic 機械工,技工(a.)手工的"
655,membership,"membership 會員的資格,全體會員,會員數目"
656,merge,"Merge (vi.)合併,漸漸消失(v.)合併(vt.)使合併,使消失,吞沒"
657,misrepresent,"misrepresent (vt.)誤傳,不稱職地代表"
658,managerial,managerial (a.)管理的
659,medic,"medic 苜蓿屬植物,醫師,醫學生"
660,memo,"memo 照會,備忘錄;便箋;通知書;規章"
661,merger,"merger 合併,歸並"
662,monitor,"monitor (vt.)(vi.)監視,監聽,監督監視器監督器,級長,監聽員,班長,監視器,告誡物"
663,mandatory,"mandatory (a.)命令的,託管的"
664,medical,"medical 醫生,體格檢查(a.)醫學的,內科的,藥的"
665,memorandum,"memorandum 備忘錄,便箋,買賣契約書"
666,mileage,mileage 哩數
667,monument,"monument 紀念碑;遺址,遺跡;有永久價值的作品,不朽的功業"
668,napkin,"napkin 餐巾,餐巾紙,尿布"
669,nomination,"nomination 提名,任命,提名權"
670,narrow,"narrow 狹窄部分,海峽,隘路(a.)狹窄的,精密的,有限的,勉強的,眼光短淺的"
671,notice,"notice 注意,布告,通知,警告,短評(vt.)注意,通知,評論,提及,留心(vi.)注意"
672,narrowing,narrowing 縮小
673,notify,"Notify (vt.)通知,通告,報告"
674,neighborhood,"neighborhood 鄰居,四鄰,近鄰,附近(a.)附近的,地方的"
675,network,"network 網絡,網狀物;廣播網,電視網 ; (由很多站點組成的,可以互通資訊的組織結構)"
676,nominate,"nominate (vt.)提名,任命,命名"
677,objection,"objection 異議,反對,缺點,缺陷,妨礙,拒絕之理由"
678,occupation,"occupation 職業,工作;U占領,占據;U佔用"
679,operation,"operation 運轉,運作,工作,生效,起作用;手術,開刀;軍事行動,作戰"
680,organize,"organize (vt.)組織,有機化,給予生機(vi.)組織起來"
681,overall,over-all (adj.)全部的
682,objective,"objective 目的,受格,實物(a.)客觀的,外在的,受詞的"
683,occur,"occur (vi.)發生,想到,存在"
684,opinion,"opinion 意見,看法;評價;專業方面的鑒定或勸告"
685,organized,"organized 有計畫的,有組織的,有規律的"
686,overdraft,overdraft 透支;透支額
687,obligation,"obligation 義務,職責,責任;契約,債務"
688,officer,"officer 軍官,主管,官員(vt.)指揮"
689,opportunity,"opportunity 機會,機遇,湊巧,方便"
690,original,"original (a.)最初的,原始的;有獨創性的原物,原作,原文"
691,overseas,"overseas (ad.)海外(a.)外國的;在海外的,在國外的"
692,oblige,"oblige (vt.)迫使,責成;以誓言束縛;施惠,答應要求而作;使感激"
693,official,"official 官員,公務員,職員(a.)公務的,官方的,正式的"
694,optimistic,"optimistic (a.)樂觀的,樂觀主義的,樂天的"
695,outline,"Outline 大綱,輪廓,概要(vt.)描畫輪廓,描述要點大綱,分級,輪廓"
696,overtime,"overtime 超時,加班,延長時(a.)超時的,加班的(ad.)加班地(vt.)使超時"
697,obtain,"obtain (vt.)獲得,達到(vi.)流行"
698,onward,"onward (a.)向前的,前進的(ad.)向前,前進,在先"
699,order,"order 順序,階數次序,規則,命令(vi.)命令,定貨(vt.)整理,命令,定購"
700,outlook,"outlook 景色,風光;觀點,見解;展望,前景"
701,overview,"overview 總的看法,一般看法;略讀,瀏覽"
702,obviously,obviously (ad.)明顯地
703,operate,"operate (vt.)操作,開動;施行手術(vi.)操作,運轉,開動;起作用,奏效;施行手術,開刀"
704,organization,"organization 組織,結構,團體"
705,outstanding,"outstanding (a.)傑出的,突出的,未付的"
706,owe,"owe (vt.)虧欠,負…債,歸功於,感恩(vi.)欠錢"
707,package,"package 包,包裝用物(vt.)包裝,打包(a.)一攬子的包,軟體包,包裝,包裹,套裝軟體"
708,passenger,"passenger 旅客,乘客;行人,過路人"
709,performance,"performance U履行,執行;C表演,演出;U性能,特性"
710,personnel,personnel U全體人員;人事
711,plow,plow (v.)
712,polite,"polite (a.)有禮貌的,客氣的,斯文的,有教養的"
713,popularity,"popularity 名聲,受大眾歡迎,流行"
714,practical,"practical (a.)實際的,實踐的;實用的,應用的;有實際經驗的"
715,premises,premises 前提(v.)立前提
716,prevention,"prevention 阻止,妨礙,預防"
717,private,"private (a.)私人的,秘密的,私立的,隱蔽的士兵,陰部私人的"
718,professional,"professional (a.)職業的,專業的自由職業者,專門人員"
719,progressive,"progressive (a.)進步的,先進的;向前進的;漸進的,累進的;進行性的;進行的進步分子"
720,promptly,"promptly (ad.)敏捷地,迅速地"
721,publicize,"publicize (vt.)宣傳,公佈,廣告"
722,package tour,"package 包,包裝用物(vt.)包裝,打包(a.)一攬子的包,軟體包,包裝,包裹,套裝軟體"
723,patent,"patent 專利權,執照,專利品(a.)專利的,顯著的,新奇的(vt.)取得…的專利權"
724,permanent,"Permanent (a.)永久的,不變的,固定的,持久的電燙的頭發永久的"
725,persuade,"persuade (vt.)勸,使相信,說服(vi.)被說服"
726,plug in,"plug 塞子,消防栓,電插頭(vt.)插入,塞住,接插頭(vi.)被塞住"
727,politician,"politician 政客,政治人物,政治家"
728,position,"position 位置,地位,身分,形勢,姿勢,立場,職位,狀態,陣地(vt.)安置,決定…的位置"
729,practically,"practically (ad.)實際上,事實上;幾乎,簡直"
730,prepare,"prepare (vt.)准備,預備;使有准備,為…作準備;訓練,制訂(vi.)預備,作好准備"
731,price,"price 價格,代價,價值(vt.)定…的價格"
732,probability,"probability 可能性,或然率,幾率,概率"
733,profile,"profile 側面,輪廓,人物素描(vt.)描繪…輪廓,評論人物"
734,prohibit,"prohibit (v.)禁止,阻止,不准許"
735,properly,properly (ad.)適當地;正當地;嚴格地
736,purchase,"purchase 購買,購買品,價值,緊握,起重裝置(vt.)購買,贏得,努力取得,舉起"
737,parcel,"parcel 包裹,部分,片(vt.)分配,打包(a.)部分的(ad.)局部地"
738,patented,patented (adj.)專利的
739,permission,"permission 准許,允許,許可証"
740,pessimistic,"pessimistic (a.)悲觀的,厭世的"
741,plumber,plumber 水管工人
742,politics,"politics 政治,政治學;政綱,政見,策略"
743,postpone,"postpone (vt.)延遲,使延期,緩辦,擱延(vi.)延緩發作"
744,predict,"predict (vt.)(vi.)預知,預言,預報"
745,present,"present (a.)目前的,現在的;出席的,在場的(v.)贈送,呈現,提出,提交禮物,禮品,贈品"
746,priceless,"priceless (a.)無價的,極其珍貴的"
747,probably,"probably (ad.)可能,大概,或許"
748,profit,"profit 利潤,贏利,利益(vi.)有益,獲利,賺錢(vt.)有益於"
749,project,"project 項目,方案,設計,規劃;工程;科研項目(vt.)設計,規劃;投擲,發射;投射;使凸出"
750,property,"Property 財產,資產,地產;財產權,所有權;性質,性能"
751,purpose,"purpose 目的,意向,決心,效果,意義,論題(vt.)意欲,企圖,計劃"
752,parking lot,"parking 停車,停機,停放"
753,patience,"patience 耐心,忍耐,耐性,忍耐力,堅韌"
754,permit,"permit 許可証,許可,執照(vt.)允許,容許(vi.)容許"
755,plant,"plant 植物,工廠,生長(vt.)種植,栽培,培養,安置(vi.)種植"
756,point,"point 點,小數點,標點,地點,一點,要點,細目,特點,尖端,分數,得分,穴位(vt.)弄尖 ; (它是指正式BBS站的延伸,它的地位附屬於每個正式節點站之下)"
757,poll,"poll 民意調查,民意測驗;得票數;人頭,人頭稅,選舉名冊(v.)投票,作民意調查"
758,postponement,postponement 延遲
759,predictable,predictable (a.)可預言的
760,presentation,"Presentation 贈送,呈現,提出,提交;發言,演出"
761,principal,"principal (a.)最重要的,主要的,首要的;資本的,本金的C長,負責人;U資本,本金"
762,probationary,probationary (a.)試用的;緩刑的
763,profitability,"profitability 收益性,利益率"
764,promote,"promote (vt.)促進;提升;發起,創立;宣傳,推銷"
765,protect,"protect (vt.)防衛,保護,警戒"
766,pursue,"pursue (vt.)追趕,追蹤,追捕,追隨,追求,實行,繼續,從事(vi.)追趕,繼續"
767,participant,"participant 參加者,參與者,比賽的人"
768,payment,"payment 付款,支付,償還,償還,報應"
769,personal,"personal (a.)個人的,私人的;親自的;人身的,身體的"
770,platform,"Platform 平臺,講台,台;站臺,月臺;政綱,黨綱"
771,pointless,"pointless (a.)不尖的,鈍的,不得要領的"
772,pollute,"pollute (vt.)污染,敗壞,弄臟"
773,potential,"potential 潛在性,可能性,潛力,潛能,勢,位(a.)有潛力的,可能的,潛在的"
774,prefer,"prefer (v.)寧願,更喜歡;提出;提升"
775,press,"press 按,壓,撳,擁擠,印刷機,壓力,雜志報紙,緊握,新聞報道,強迫征募(vt.)壓"
776,principle,"principle C原理,原則;道義,德行"
777,process,"process 程序,進行,過程(vt.)加工,處理,對…處置,對…起訴(a.)經加工的,三色版的"
778,profitable,"profitable (a.)有利潤的,有利益的,賺錢的"
779,promotion,"promotion 晉級,籌辦,增進"
780,protection,"Protection 保護,保衛;保護者,防護者;護照,通行証;保護貿易制度"
781,particularly,"particularly (ad.)特別,尤其,格外;詳細地,細致地"
782,perform,"perform (vt.)履行,執行,完成,做;表演,演出(vi.)演出"
783,personalized,"Personalize \Per""son*al*ize\, v. t. [imp. & p. p. {Personalized}; p. pr. & vb. n. {Personalizing}.] To make personal. ""They personalize death."" --H. Spencer. [1913 Webster]"
784,pleasant,"pleasant (a.)愉快的,可愛的,親切的"
785,policy,"policy 政策,方針,策略,保險單"
786,popular,"popular (a.)流行的,通俗的;有名望的,受歡迎的;民眾的,大眾的,人民的"
787,power,"power 電源,能力,體力,力量,勢力,動力,權力,權限,乘冪,功率(vt.)使…有力量"
788,preference,"preference 偏愛,優先,優先權,優先的選擇"
789,prevent,"prevent (vt.)(vi.)預防,防止,避免,阻止,妨礙"
790,priority,"Priority 優先級優先權,優先順序,優先,前,依次"
791,profession,"profession 職業,表白,聲明,公開宣佈"
792,progress,"progress U前進,進步,進展(vi.)前進,進步,進展"
793,prompt,"Prompt 提示,提醒,提白,付款期限(a.)迅速的,敏捷的,立刻的,提白員的(vt.)激勵"
