vocab_id,en_vocab,jp_vocab
932,stapler,ホッチキス; ホッチキス
933,strategic,軍事上; ぐんじじょう
934,subscribe,申し込む; もうしこむ
935,suitability,相応; そうおう
936,support,支持; しじ
937,sample,見本; みほん
938,scenery,景色; けしき色
939,secretary,秘書; ひしょ
940,serious,深刻; しんこく
941,shine,死ね; しね
942,significant,大切; たいせつ
943,spacious,広い; ひろい
944,specify,特定; とくてい
945,stare,凝視; ぎょうし
946,strategy,戦略; せんりゃく
947,subscription,応募; おうぼ
948,suitable,適当; てきとう
949,supporter,味方; みかた
950,satisfactory,碌な; 碌
951,schedule,日程; にってい程
952,select,選ぶ; えらぶ
953,service,奉仕; ほうし
954,shipment,出荷; しゅっか
955,simplify,砕く; くだく
956,spare part,スペア部品; スペアぶひん
957,spectator,観客; かんきゃく
958,starter,スターター; スターター
959,streamline,流線; りゅうせん
960,subsidiary,子会社; こがいしゃ
961,supervise,取り締まる; とりしまる
962,surrounding,包囲; ほうい
963,satisfied,揃う; そろう
964,scrutinize,眇める; すがめ
965,selection,選考; せんこう
966,several,数; すう
967,shipping,出荷; しゅっか
968,situation,事態; じたい
969,spare time,暇; ひま
970,stable,安定; あんてい
971,stationery,文房具; ぶんぼうぐ
972,strike,攻撃; こうげき
973,suggest,提示; ていじ
974,supervision,監督; かんとく
975,suspicious,怪しい; あやしい
976,takeover,買収; ばいしゅう
977,tenant,借家人; しゃくやにん
978,thorough,徹底的; てっていてき
979,towel,タオル; タオル
980,training,訓練; くんれん
981,tremendous,絶大; ぜつだい
982,target,対象; たいしょう
983,terminate,極まる; きわまる
984,tidy,綺麗; きれい
985,tower,塔; とう
986,transfer,乗り換え; のりかえ
987,trend,動向; どうこう
988,tax,税金; ぜいきん
989,terrible,凄い; すごい
990,tip,先; さき
991,track,線路; せんろ
992,transform,変える; かえる
993,trial,試し; ためし
994,technical,技術的; ぎじゅつてき
995,terrific,物凄い; ものすごい
996,tour,旅行; りょこう
997,trade,売買; ばいばい
998,transformation,変革; へんかく
999,triumph,勝利; しょうり
1000,technician,技師; ぎし
1001,theoretical,理論的; りろんてき
1002,tourism,観光; かんこう
1003,tradition,伝統; でんとう
1004,transit,通過; つうか
1005,trust,信頼; しんらい
1006,temporary,臨時; りんじ
1007,theory,理論; りろん
1008,tourist,観光客; かんこうきゃく
1009,traffic,交通; こうつう
1010,transportation,交通機関; こうつうきかん
1011,turnover,売り上げ; うりあげ
1012,unconditional,無条件; むじょうけん
1013,unwrap,開ける; あける
1014,utility bill,光熱費; こうねつひ
1015,understand,分かる; わかる
1016,upcoming,替わり狂言; かわりきょうげん
1017,unfavorable,損; そん
1018,update,更新; こうしん
1019,unfortunately,生憎; あいにく憎
1020,upgrade,上り坂; のぼりざか
1021,uniform,制服; せいふく
1022,upset,番狂わせ; ばんくるわせ
1023,unspoiled,無垢; むく
1024,upstairs,二階; にかい
1025,vacancy,空き; あき
1026,variety,種類; しゅるい
1027,vital,元気; げんき
1028,vacant,空っぽ; からっぽ
1029,various,色々; いろいろ
1030,vacation,休み; やすみ
1031,vendor,売り手; うりて
1032,vaccination,予防接種; よぼうせっしゅ
1033,venture,冒険; ぼうけん
1034,valuables,貴重品; きちょうひん
1035,venue,会場; かいじょう
1036,varied,様々; さまざま
1037,virus,ウイルス; ウイルス
1038,wage,和解; わかい
1039,warranty,保証; ほしょう
1040,welfare,福祉; ふくし
1041,workshop,工場; こうじょう
1042,walkway,歩道; ほどう
1043,wastage,廃り; すたり
1044,wholesale,卸売; おろしうり
1045,worth,価値; かち
1046,warehouse,倉庫; そうこ
1047,waterproof,耐水; たいすい
1048,win,勝ち; かち
1049,worthless,取るに足らない; とるにたらない
1050,warn,諭す; さとす
1051,wealth,富; とみ
1052,withdraw,立ち退く; たちのく
1053,wrap,覆う; おおう
1054,warning,警告; けいこく
1055,website,ウェブサイト; ウェブサイト
1056,withdrawal,辞退; じたい
1057,warrant,令状; れいじょう
1058,weight,重量; じゅうりょう
1059,workplace,会社; かいしゃ
1060,X-ray,レントゲン; レントゲン
1061,yearly,毎年; まいとし
1062,yield,産出; さんしゅつ
1063,youth,青年; せいねん
1064,zero,０; ゼロ
1065,zone,地帯; ちたい
